hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
Resort Hotel,0,311,2016,July,29,14,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,No Deposit,314.0,,0,Transient,127.71,0,0
Resort Hotel,0,36,2017,April,15,11,0,4,2,2.0,0,BB,ESP,Direct,Direct,0,0,0,C,No Deposit,250.0,,0,Transient,133.5,0,2
Resort Hotel,1,159,2017,July,29,17,3,6,2,0.0,0,HB,BRA,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,192.0,0,0
City Hotel,0,15,2016,April,16,15,1,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,118.33,0,1
Resort Hotel,0,39,2016,April,18,27,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,No Deposit,240.0,,0,Transient,97.0,1,0
Resort Hotel,1,238,2017,February,6,10,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,155.0,,0,Transient,54.0,0,0
City Hotel,0,277,2017,July,29,17,1,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient-Party,107.1,0,0
City Hotel,1,20,2017,April,16,20,0,2,2,0.0,0,SC,NZL,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,115.0,0,3
City Hotel,0,29,2017,January,3,18,0,3,1,0.0,0,BB,DNK,Groups,TA/TO,0,0,0,A,No Deposit,171.0,,0,Transient-Party,65.0,0,0
Resort Hotel,0,0,2017,July,30,27,0,1,2,0.0,0,BB,SWE,Online TA,TA/TO,1,0,0,A,No Deposit,241.0,,0,Transient,140.0,0,1
Resort Hotel,0,213,2017,July,28,11,4,10,2,0.0,0,BB,LTU,Online TA,TA/TO,0,0,0,E,No Deposit,240.0,,0,Transient-Party,191.43,0,2
Resort Hotel,0,230,2017,May,22,29,1,4,2,0.0,0,HB,HRV,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,75.0,,0,Transient,77.35,0,1
Resort Hotel,0,7,2016,April,18,29,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,No Deposit,241.0,,0,Transient,73.15,1,1
Resort Hotel,0,171,2017,August,35,27,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,75.0,,0,Transient,121.5,0,0
City Hotel,0,7,2016,March,14,29,0,2,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,95.0,0,0
City Hotel,0,294,2016,September,39,21,0,4,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,26.0,,0,Transient-Party,117.0,0,1
City Hotel,0,0,2016,April,17,21,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,0,1,G,No Deposit,,45.0,0,Transient,0.0,0,0
City Hotel,0,14,2017,January,3,20,0,2,2,2.0,0,BB,GBR,Direct,Direct,0,0,0,F,No Deposit,14.0,,0,Transient,187.0,1,1
Resort Hotel,1,62,2016,August,35,24,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,189.0,0,0
City Hotel,1,29,2017,January,2,13,0,2,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,126.0,0,0
City Hotel,1,94,2015,July,29,14,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,76.5,0,1
Resort Hotel,1,36,2017,August,35,27,2,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,No Deposit,242.0,,0,Transient,244.16,0,1
City Hotel,0,137,2017,March,10,6,1,1,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,No Deposit,37.0,,0,Transient-Party,80.0,0,1
Resort Hotel,0,5,2016,January,4,20,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,5.0,,0,Transient-Party,26.0,0,0
City Hotel,0,116,2016,February,10,28,3,5,1,0.0,0,BB,GNB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,134.0,,0,Transient-Party,90.38,0,0
Resort Hotel,0,9,2016,March,10,3,2,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,96.0,,0,Transient,46.1,0,0
City Hotel,1,1,2015,August,34,20,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Contract,106.0,0,3
City Hotel,0,103,2016,April,18,29,0,2,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,D,No Deposit,14.0,,0,Transient,108.9,0,0
City Hotel,1,109,2016,February,9,21,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,Non Refund,19.0,,44,Transient,75.0,0,0
City Hotel,0,0,2016,November,48,21,1,0,2,0.0,0,BB,PRT,Direct,Direct,1,0,1,E,No Deposit,,,0,Transient,150.0,0,1
City Hotel,0,35,2017,May,19,10,0,2,0,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,A,No Deposit,39.0,,0,Transient-Party,0.0,0,0
Resort Hotel,0,0,2015,December,51,19,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,No Deposit,240.0,,0,Transient,48.0,0,1
City Hotel,1,391,2016,July,31,27,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,1.0,,0,Transient,65.0,0,0
Resort Hotel,0,2,2016,November,47,19,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,No Deposit,250.0,,0,Transient,80.0,0,1
Resort Hotel,0,9,2016,May,21,15,1,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Refundable,,,0,Transient-Party,76.0,1,0
City Hotel,0,222,2017,June,23,10,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,8.0,,0,Transient,126.0,1,1
City Hotel,0,76,2016,November,48,22,0,1,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,93.6,0,1
City Hotel,0,115,2017,August,34,20,2,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,98.0,,0,Transient-Party,115.0,0,0
Resort Hotel,0,134,2015,July,28,9,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,243.0,,0,Contract,88.4,0,2
City Hotel,0,1,2017,February,5,2,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,No Deposit,,,0,Transient,77.0,0,0
City Hotel,1,26,2017,May,21,21,2,0,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,144.0,0,1
City Hotel,0,451,2017,July,28,12,0,3,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,No Deposit,229.0,,0,Transient-Party,112.67,0,1
City Hotel,1,15,2017,February,7,17,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,19.0,,0,Transient,95.0,0,0
City Hotel,1,182,2016,April,18,27,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,Non Refund,3.0,,50,Transient,75.0,0,0
Resort Hotel,0,78,2017,August,33,15,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,F,No Deposit,241.0,,0,Transient,232.0,0,1
City Hotel,1,150,2017,June,24,17,2,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,,,0,Transient,120.0,0,0
Resort Hotel,0,168,2017,April,16,19,2,6,2,2.0,0,HB,BRA,Online TA,TA/TO,0,0,0,G,No Deposit,240.0,,0,Transient,192.5,1,0
City Hotel,0,178,2016,August,33,10,0,4,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient-Party,99.45,0,2
City Hotel,1,34,2016,November,48,20,1,0,1,0.0,0,BB,AGO,Direct,Direct,0,0,0,A,No Deposit,14.0,,0,Transient,98.0,0,0
City Hotel,1,265,2016,April,17,20,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,30.0,,0,Transient,101.0,0,0
City Hotel,0,16,2016,March,11,11,0,1,2,0.0,0,BB,ESP,Corporate,TA/TO,0,0,0,A,No Deposit,,215.0,0,Transient-Party,75.0,0,0
City Hotel,1,166,2016,November,45,1,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,236.0,,0,Transient,110.0,0,0
City Hotel,1,316,2016,May,21,19,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,1.0,,0,Transient,59.0,0,0
Resort Hotel,1,304,2017,June,23,8,2,3,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,298.0,,0,Transient,66.0,0,0
City Hotel,0,130,2016,May,19,1,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,11.0,,0,Transient,71.6,0,3
Resort Hotel,1,69,2016,September,40,30,0,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,E,No Deposit,240.0,,0,Transient,139.0,0,0
City Hotel,0,66,2017,January,4,27,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,93.6,0,1
Resort Hotel,0,14,2015,December,52,24,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,98.33,0,1
City Hotel,1,48,2016,August,35,26,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,133.74,0,1
City Hotel,0,9,2017,May,20,19,2,5,3,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,G,No Deposit,7.0,,0,Transient,212.8,0,1
City Hotel,0,147,2016,March,13,24,0,3,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,No Deposit,9.0,,0,Transient,174.0,1,1
Resort Hotel,1,34,2017,February,7,16,2,5,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,No Deposit,250.0,,0,Transient,39.6,0,0
City Hotel,0,14,2015,August,34,18,1,5,2,0.0,0,BB,NLD,Direct,Direct,0,0,0,A,No Deposit,14.0,,0,Transient,75.0,0,0
City Hotel,0,96,2017,May,20,20,1,1,1,0.0,0,BB,ITA,Direct,Direct,0,0,0,A,No Deposit,14.0,,0,Transient,126.0,0,0
Resort Hotel,0,101,2017,June,23,10,2,1,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,No Deposit,240.0,,0,Transient,166.0,1,0
City Hotel,0,5,2016,January,4,23,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,98.0,0,0
City Hotel,1,39,2016,March,11,11,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,71.1,0,0
City Hotel,0,128,2016,August,32,4,0,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,140.7,0,1
City Hotel,0,58,2016,October,45,31,1,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,90.68,0,2
City Hotel,1,391,2016,July,31,27,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,1.0,,0,Transient,65.0,0,0
Resort Hotel,0,204,2015,August,35,25,0,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,156.0,,0,Contract,90.95,0,0
City Hotel,0,65,2016,September,40,27,0,3,1,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,125.1,0,1
Resort Hotel,0,154,2015,September,36,3,0,3,2,0.0,0,BB,ITA,Corporate,Direct,0,0,0,A,No Deposit,,268.0,0,Transient-Party,88.2,0,0
Resort Hotel,0,3,2017,January,4,27,1,2,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,No Deposit,241.0,,0,Transient,31.45,0,1
City Hotel,1,139,2017,July,29,22,2,5,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,No Deposit,9.0,,0,Transient,166.5,0,0
City Hotel,0,38,2016,November,49,28,1,1,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,No Deposit,,,0,Transient,0.0,0,1
Resort Hotel,1,64,2017,August,33,18,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,No Deposit,240.0,,0,Transient,250.0,0,1
City Hotel,0,30,2016,July,30,19,0,4,3,1.0,0,BB,LVA,Direct,Direct,0,0,0,E,No Deposit,14.0,,0,Transient,180.45,0,2
City Hotel,1,37,2016,October,42,13,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,56.0,,0,Transient-Party,105.0,0,0
Resort Hotel,0,6,2016,October,44,26,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,177.0,,0,Transient,46.0,0,2
City Hotel,0,0,2015,October,43,22,0,1,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Contract,123.0,1,1
City Hotel,1,11,2016,November,45,5,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,130.0,0,1
Resort Hotel,0,84,2017,March,9,1,6,19,2,0.0,0,HB,CN,Groups,TA/TO,0,0,0,A,No Deposit,440.0,,0,Transient-Party,55.8,0,1
Resort Hotel,0,202,2015,July,30,23,5,13,2,1.0,0,HB,BEL,Online TA,TA/TO,0,0,0,E,No Deposit,240.0,,0,Transient,196.0,0,2
City Hotel,1,33,2016,August,36,29,1,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,103.05,0,0
Resort Hotel,0,4,2017,January,4,27,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,No Deposit,,,0,Transient,70.0,0,1
City Hotel,0,47,2017,February,7,18,2,1,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,113.4,0,3
City Hotel,0,291,2016,September,39,21,0,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,1,A,No Deposit,3.0,,44,Transient-Party,117.0,0,0
City Hotel,0,32,2015,October,43,24,1,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Contract,136.0,0,1
Resort Hotel,0,0,2017,February,8,25,0,1,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,F,No Deposit,,,0,Transient,85.0,0,0
Resort Hotel,0,191,2016,April,17,22,1,2,2,0.0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,,,0,Transient-Party,85.33,0,0
City Hotel,1,188,2016,June,25,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,119.0,,39,Transient,130.0,0,0
City Hotel,0,36,2016,May,21,21,2,1,2,0.0,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,42.0,,0,Transient,85.5,0,0
City Hotel,0,91,2016,September,40,30,1,2,2,0.0,0,BB,SEN,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,3.0,,0,Transient-Party,80.0,0,0
City Hotel,1,153,2015,August,32,3,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,Non Refund,1.0,,0,Transient,60.0,0,0
Resort Hotel,0,258,2016,June,25,12,1,0,2,0.0,0,BB,EST,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,64.8,1,2
City Hotel,0,198,2017,July,29,20,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,96.9,0,0
City Hotel,1,135,2017,June,26,30,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,30.0,,0,Transient,120.0,0,0
City Hotel,1,43,2016,June,27,26,2,1,2,0.0,0,SC,LUX,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,95.1,0,0
Resort Hotel,0,7,2016,February,9,25,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,No Deposit,,192.0,0,Transient,33.0,0,0
City Hotel,0,151,2016,January,4,19,0,2,1,0.0,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,19.0,,63,Transient-Party,71.0,0,0
City Hotel,0,215,2016,August,34,14,2,5,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,92.16,0,1
Resort Hotel,0,48,2015,September,36,1,0,4,2,0.0,0,FB,PRT,Direct,Direct,0,0,0,A,No Deposit,250.0,,0,Transient,158.0,0,0
City Hotel,0,6,2016,March,14,29,0,4,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,6,A,No Deposit,,40.0,0,Transient,65.0,0,0
City Hotel,1,316,2017,May,19,10,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,109.8,0,1
City Hotel,0,30,2017,May,21,24,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,20,A,No Deposit,,219.0,0,Transient,104.0,1,2
City Hotel,1,2,2016,April,18,29,1,2,2,0.0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,52.0,,0,Transient,95.0,0,1
City Hotel,0,3,2017,January,1,7,2,2,2,0.0,1,BB,DEU,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,93.69,1,3
Resort Hotel,0,111,2015,September,37,10,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,F,No Deposit,301.0,,0,Transient,109.65,0,0
City Hotel,1,64,2016,April,18,29,1,2,2,0.0,0,BB,LUX,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,126.9,0,1
City Hotel,0,100,2016,February,8,17,0,4,3,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,No Deposit,14.0,,0,Transient,96.75,0,1
Resort Hotel,1,160,2017,April,14,2,2,3,2,0.0,0,BB,,Direct,Direct,0,1,4,E,No Deposit,,,0,Transient,70.8,0,3
Resort Hotel,0,36,2015,November,45,3,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,241.0,,0,Transient,0.0,0,1
City Hotel,1,59,2016,September,39,24,1,1,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,168.3,0,0
Resort Hotel,0,275,2016,April,16,10,2,5,2,0.0,0,HB,GBR,Groups,Direct,0,0,0,D,No Deposit,273.0,,0,Transient-Party,74.45,0,0
Resort Hotel,0,61,2016,December,52,22,2,3,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient-Party,43.0,0,1
City Hotel,1,46,2016,February,7,13,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,11.0,,0,Transient,48.6,0,0
Resort Hotel,0,205,2015,September,36,4,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,No Deposit,,,0,Transient-Party,66.0,0,1
City Hotel,1,79,2015,October,41,10,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,No Deposit,1.0,,0,Transient-Party,62.0,0,0
City Hotel,0,76,2016,April,16,10,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient-Party,90.95,0,1
City Hotel,0,70,2016,April,16,14,1,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,90.56,0,1
City Hotel,1,247,2016,October,44,28,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,37.0,,0,Transient,110.0,0,0
Resort Hotel,1,27,2015,November,47,16,1,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,48.0,0,0
Resort Hotel,1,253,2017,May,18,4,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,243.0,,0,Contract,50.85,0,0
Resort Hotel,0,10,2016,October,44,26,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient-Party,75.0,0,1
City Hotel,0,57,2016,September,37,7,1,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,141.84,0,2
Resort Hotel,1,24,2017,August,34,23,2,4,2,0.0,0,BB,AGO,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,216.67,0,1
City Hotel,1,174,2017,June,22,1,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,1.0,,0,Transient,110.0,0,0
Resort Hotel,0,0,2016,April,17,22,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,No Deposit,240.0,,0,Transient,80.0,0,1
City Hotel,0,200,2016,August,32,6,2,2,2,0.0,0,SC,ZAF,Online TA,TA/TO,0,0,0,A,No Deposit,7.0,,0,Transient,62.18,0,1
City Hotel,0,175,2017,August,33,19,2,6,1,1.0,0,BB,HUN,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,160.76,0,0
City Hotel,0,98,2015,November,48,23,1,2,1,0.0,0,BB,DNK,Groups,TA/TO,0,0,0,A,No Deposit,37.0,,0,Transient-Party,70.0,0,0
City Hotel,0,63,2017,April,13,1,2,3,2,0.0,0,BB,FIN,Direct,Direct,0,0,0,A,No Deposit,14.0,,0,Transient,99.0,0,0
City Hotel,1,183,2017,May,19,11,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,58.0,,0,Transient,130.0,0,0
City Hotel,1,211,2016,May,23,31,0,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,Non Refund,3.0,,46,Transient,115.0,0,0
Resort Hotel,1,83,2016,April,17,22,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,D,Non Refund,71.0,,0,Transient,58.0,0,0
City Hotel,0,28,2016,September,40,27,0,3,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,No Deposit,7.0,,0,Transient,97.58,0,1
City Hotel,0,31,2017,January,4,27,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,97.5,0,2
City Hotel,1,37,2016,May,22,27,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,No Deposit,8.0,,0,Transient,140.4,0,0
Resort Hotel,0,1,2016,April,16,12,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,330.0,,0,Transient,59.4,0,0
Resort Hotel,0,46,2015,December,52,20,2,0,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,6.0,,0,Transient-Party,26.0,0,0
Resort Hotel,0,337,2016,October,42,9,2,5,2,0.0,0,HB,GBR,Groups,Direct,0,0,0,D,No Deposit,273.0,,101,Transient-Party,67.99,0,0
Resort Hotel,0,13,2017,January,4,24,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,146.0,,0,Transient,35.0,0,0
Resort Hotel,0,11,2016,October,44,25,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,No Deposit,,331.0,0,Transient-Party,54.9,0,0
Resort Hotel,1,3,2016,January,4,22,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,No Deposit,,,0,Transient,52.8,0,1
City Hotel,0,13,2016,September,38,11,2,0,1,0.0,0,SC,SVN,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,99.0,0,1
City Hotel,1,188,2016,June,25,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,119.0,,39,Transient,130.0,0,0
City Hotel,1,92,2016,April,18,25,1,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,90.95,0,0
Resort Hotel,1,123,2017,July,28,15,2,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,No Deposit,240.0,,0,Transient,212.0,0,1
City Hotel,1,99,2016,February,8,19,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,1,0,A,No Deposit,,67.0,0,Transient-Party,80.0,0,0
City Hotel,0,4,2016,April,17,19,0,2,1,0.0,0,BB,DEU,Aviation,Corporate,0,0,0,A,No Deposit,,153.0,0,Transient,95.0,0,0
City Hotel,0,33,2016,October,44,23,2,4,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,No Deposit,,,0,Transient,12.0,0,2
City Hotel,1,146,2015,December,53,29,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,21.0,,99,Transient-Party,85.0,0,0
City Hotel,0,38,2016,October,42,11,0,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,No Deposit,7.0,,0,Transient,116.65,0,1
City Hotel,0,0,2016,February,9,23,0,4,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,112.0,0,1
City Hotel,0,1,2017,June,26,27,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,No Deposit,,40.0,0,Transient,65.0,0,1
City Hotel,0,203,2017,July,27,4,0,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,94.05,0,0
City Hotel,1,140,2015,July,28,7,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,No Deposit,9.0,,0,Transient,76.5,0,3
City Hotel,0,1,2016,September,39,22,1,3,3,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,315.0,,0,Transient-Party,198.0,0,0
City Hotel,1,108,2017,June,22,2,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,No Deposit,,,0,Transient,126.0,0,1
Resort Hotel,0,0,2015,December,52,22,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,No Deposit,,94.0,0,Transient,25.0,0,0
Resort Hotel,0,20,2016,April,18,26,0,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,97.0,0,1
City Hotel,1,45,2016,December,53,30,0,1,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,167.4,0,0
City Hotel,1,166,2016,November,45,1,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,236.0,,0,Transient,110.0,0,0
City Hotel,0,77,2016,December,50,9,0,2,2,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,28.0,,0,Transient,75.0,0,1
